id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
11,einfach,entwurf,articles,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,"Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen; wer sich mit Google registriert hat, hat kein Passwort und nutzt ""Mit Google anmelden""",passwort-zuruecksetzen.md,"Das ist frustrierend. Gehen wir die häufigsten Ursachen durch:

1. **Spam-Ordner prüfen** – die E-Mail landet oft dort.
2. **Warte ein paar Minuten** und fordere den Link nicht mehrfach an – nur der zuletzt gesendete Link ist gültig.
3. **Richtige E-Mail-Adresse?** Prüfe, ob du die E-Mail-Adresse eingibst, mit der du dich registriert hast.
4. **Mit Google angemeldet?** Dann hast du kein FocusFlow-Passwort. Nutze auf dem Anmeldebildschirm „Mit Google anmelden"". Falls du dein Google-Passwort vergessen hast, musst du es bei Google zurücksetzen.

Wenn das alles nicht hilft, wende dich an den Support in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,passwort-zuruecksetzen.md; verdaechtige-anmeldungen.md; roadmap-faq.md,1,1,1,,"Alle Kernpunkte (Spam-Ordner, nur letzter Link gültig, richtige Adresse, Google-Konto ohne FocusFlow-Passwort) sind enthalten und korrekt wiedergegeben.","Alle Aussagen stammen wörtlich oder sinngemäß aus dem Artikel 'Passwort zurücksetzen', der Support-Verweis ist vorgegeben und gilt als gedeckt.",,0,,,0.002381,0.0,0.0,0.0013,2381,0,0,260,0.4216,3.599,4.02,1
12,einfach,entwurf,articles,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?","Ja: Google-Login hat ein separates neues Konto angelegt, Daten liegen im alten Konto; abmelden und mit der ursprünglichen Methode anmelden",anmelden-mit-google.md,"Ja, das ist sehr wahrscheinlich. Laut dem Artikel „Mit Google anmelden"" ist jedes FocusFlow-Konto fest an die Anmeldemethode gebunden, mit der es erstellt wurde. Wenn du dich ursprünglich mit E-Mail und Passwort registriert hast und später „Mit Google anmelden"" wählst, wird ein neues, separates Konto erstellt – auch wenn die E-Mail-Adresse identisch ist.

Deine Habits sind nicht gelöscht, sondern liegen in deinem anderen Konto. Melde dich ab und melde dich wieder mit der ursprünglichen Methode (E-Mail und Passwort) an – dann solltest du deine Habits wiedersehen.

Quellen: anmelden-mit-google.md",anmelden-mit-google.md,anmelden-mit-google.md; verdaechtige-anmeldungen.md; konto-loeschen.md,1,1,1,,"Die Antwort enthält die Hauptaussage vollständig: separates neues Konto durch Google-Login, Daten liegen im alten Konto, Lösung ist Abmelden und erneutes Anmelden mit ursprünglicher Methode.","Alle Aussagen sind wörtlich oder sinngemäß aus dem Artikel 'Mit Google anmelden' übernommen, keine zusätzlichen unbelegten Behauptungen.",,0,,,0.002436,0.0,0.0,0.001015,2436,0,0,203,0.1139,3.206,3.32,1
13,einfach,entwurf,articles,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten","Oft nur Vormerkung, verschwindet in 3–5 Werktagen; danach über Einstellungen > Hilfe > Kontakt ""Zahlungsproblem melden"", wird vollständig erstattet; Store-Abos an Apple/Google",doppelte-abbuchung.md; erstattungen.md,"Ich verstehe, dass dich das ärgert. Lass mich dir helfen:

**Schritt 1: Prüfe, ob es nur eine Vormerkung ist**
Schau in deinem Bankkonto nach, ob eine der beiden Buchungen als „vorgemerkt"" oder „ausstehend"" angezeigt wird. Solche Vormerkungen verschwinden normalerweise von selbst innerhalb von 3–5 Werktagen.

**Schritt 2: Falls beide Buchungen nach 5 Werktagen noch da sind**
Melde dich bei uns:
1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib die E-Mail-Adresse deines FocusFlow-Kontos an
4. Füge wenn möglich einen Screenshot der beiden Buchungen oder die Transaktionsnummern bei

Wir prüfen den Fall und erstatten den doppelt belasteten Betrag vollständig auf dein ursprüngliches Zahlungsmittel. Dein Pro-Zugang bleibt bestehen.

**Hinweis:** Falls du dein Abo über den App Store oder Google Play abgeschlossen hast, wende dich bitte direkt an Apple oder Google – wir haben auf diese Zahlungen keinen Zugriff.

Quellen: doppelte-abbuchung.md; erstattungen.md",doppelte-abbuchung.md; erstattungen.md,doppelte-abbuchung.md; bekannte-probleme.md; erstattungen.md,1,1,1,,"Die Antwort enthält alle Kernpunkte: Hinweis auf mögliche Vormerkung mit 3–5 Werktagen Frist, danach Meldung über Einstellungen > Hilfe > Kontakt mit vollständiger Erstattung, sowie Verweis auf Apple/Google bei Store-Abos.","Alle Aussagen (Vormerkung, 3–5 Werktage, Meldeweg, vollständige Erstattung, Pro-Zugang bleibt bestehen, Store-Verweis) sind wörtlich aus dem Kontext (doppelte-abbuchung.md) übernommen und nicht erfunden.",,0,,,0.002407,0.0,0.0,0.001885,2407,0,0,377,0.3083,4.194,4.502,1
14,einfach,entwurf,articles,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin","Passwort ändern, alle anderen Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren",verdaechtige-anmeldungen.md,"Das ist ernst zu nehmen. Geh sofort so vor:

1. **Passwort ändern:** Einstellungen > Sicherheit > Passwort ändern. Wähle ein Passwort, das du nirgendwo sonst verwendest.

2. **Alle anderen Geräte abmelden:** Einstellungen > Sicherheit > Aktive Sitzungen > „Alle anderen Geräte abmelden"". Dort siehst du auch, welche Geräte angemeldet sind.

3. **E-Mail-Konto sichern:** Wer Zugriff auf dein E-Mail-Postfach hat, kann auch dein FocusFlow-Passwort zurücksetzen. Sichere daher auch dein E-Mail-Konto.

4. **Support informieren:** Schreib an **security@focusflow.app** und leite die Benachrichtigungs-E-Mail weiter.

Falls du dich mit Google anmeldest: Sichere stattdessen dein Google-Konto (Passwort ändern, Sicherheitsprüfung durchführen) und melde dann in FocusFlow alle anderen Geräte ab.

Quellen: verdaechtige-anmeldungen.md",verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md; datenschutz-und-speicherort.md; konto-loeschen.md,1,1,1,,"Die Antwort enthält alle vier Kernpunkte: Passwort ändern, andere Geräte abmelden, E-Mail-Konto sichern und Support informieren – vollständig und korrekt wiedergegeben.","Alle Aussagen der Antwort stammen wörtlich oder sinngemäß direkt aus dem Kontextartikel 'Verdächtige Anmeldungen', keine zusätzlichen unbelegten Behauptungen enthalten.",,0,,,0.002519,0.0,0.0,0.0016,2519,0,0,320,0.2347,3.685,3.92,1
15,einfach,entwurf,articles,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?","EU, Rechenzentrum in Frankfurt am Main, keine Übertragung in Drittländer",datenschutz-und-speicherort.md,"Deine Daten werden in der **Europäischen Union** gespeichert, konkret im Rechenzentrum unseres Hosting-Anbieters in **Frankfurt am Main**. Eine Übertragung in Drittländer wie die USA findet für deine Habit-Daten nicht statt.

Quellen: datenschutz-und-speicherort.md",datenschutz-und-speicherort.md,datenschutz-und-speicherort.md; roadmap-faq.md; verdaechtige-anmeldungen.md,1,1,1,,"Die Antwort nennt korrekt EU, Frankfurt am Main und keine Drittlandübertragung – exakt die Soll-Kernaussage.","Alle Aussagen sind wörtlich aus dem Kontext übernommen; die explizite Nennung 'wie die USA' ist eine plausible, nicht widersprüchliche Ergänzung zum Begriff Drittländer und stellt keine neue unbelegte Tatsachenbehauptung dar, da sie nur als Beispiel dient.",,0,,,0.002524,0.0,0.0,0.00048,2524,0,0,96,0.102,1.775,1.877,1
16,einfach,entwurf,articles,gibts eigentlich ein widget für android oder nur fürs iphone?,"Ja, Android ab Version 10 (Startbildschirm); Timer-Widget nur mit Pro",widgets.md,"Widgets gibt es für beide Plattformen:

**Android:** Ja, Widgets sind ab Android 10 verfügbar. Du kannst sie auf deinen Startbildschirm hinzufügen, indem du eine freie Stelle gedrückt hältst, auf „Widgets"" tippst, FocusFlow suchst und das Widget auf den Startbildschirm ziehst.

**iOS:** Widgets gibt es für den Home-Bildschirm und (ab iOS 17) auch für den Sperrbildschirm.

Verfügbar sind die gleichen Widgets auf beiden Plattformen: Tagesübersicht, Einzelner Habit und Fokus-Timer (nur mit Pro).

Quellen: widgets.md",widgets.md,widgets.md; synchronisierung.md; roadmap-faq.md,1,1,1,,"Die Antwort bestätigt klar, dass es Widgets für Android ab Version 10 gibt, und erwähnt zusätzlich, dass der Fokus-Timer nur mit Pro verfügbar ist – damit ist die Kernaussage vollständig enthalten.","Alle Angaben (Android ab Version 10, Bedienung, iOS-Details, Widget-Typen inkl. Pro-Einschränkung beim Timer) sind wörtlich oder direkt aus dem Kontext von widgets.md übernommen, keine Behauptung widerspricht der Quelle.",,0,,,0.002299,0.0,0.0,0.000915,2299,0,0,183,0.0899,2.986,3.076,1
17,mehrquellen,entwurf,articles,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?","Das sind zwei getrennte Konten; Zusammenführen nur über den Support (Einstellungen > Hilfe > Kontakt), dauert bis zu 5 Werktage, nicht umkehrbar",anmelden-mit-google.md; konten-zusammenfuehren.md,"Du hast zwei separate Konten erstellt – eines mit E-Mail/Passwort und eines über Google-Anmeldung. Das ist normal, auch wenn die E-Mail-Adresse identisch ist.

Um die Konten zusammenzuführen:

1. Melde dich mit dem Konto an, das du behalten möchtest (dein Zielkonto).
2. Gehe zu **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"".
3. Gib die E-Mail-Adresse des anderen Kontos an.
4. Bestätige die Anfrage in beiden Bestätigungsmails, die du erhältst.

Die Zusammenführung dauert bis zu 5 Werktage. Alle Habits aus beiden Konten mit ihrem vollständigen Verlauf werden übernommen. Das andere Konto wird danach gelöscht.

**Wichtig:** Du musst Zugriff auf die E-Mail-Adressen beider Konten haben, und es darf maximal ein aktives Pro-Abo zwischen den beiden Konten bestehen.

Quellen: anmelden-mit-google.md; konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,anmelden-mit-google.md; konten-zusammenfuehren.md; verdaechtige-anmeldungen.md,1,1,1,,"Die Antwort nennt klar, dass zwei getrennte Konten vorliegen, dass die Zusammenführung nur über den Support (Einstellungen > Hilfe > Kontakt) möglich ist, bis zu 5 Werktage dauert – die Nicht-Umkehrbarkeit fehlt zwar, ist aber nur ein Nebenpunkt.","Alle genannten Fakten (zwei Konten, Ablauf mit 4 Schritten, 5 Werktage, Übernahme der Habits, Löschung des anderen Kontos, Voraussetzungen zu E-Mail-Zugriff und Pro-Abo) sind wörtlich oder direkt aus dem Kontext übernommen; es werden keine unbelegten Behauptungen hinzugefügt.",,0,,,0.002412,0.0,0.0,0.00155,2412,0,0,310,0.116,3.806,3.922,1
18,einfach,entwurf,articles,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.","Beim Wechsel monatlich → jährlich wird der Restmonat als Guthaben mit dem Jahrespreis verrechnet (z. B. 54,34 statt 59 USD); eine volle Belastung entspricht nicht diesem Ablauf",tarif-wechseln.md,"Das ist ärgerlich. Beim Wechsel von monatlich auf jährlich sollte dir für die restlichen Tage deines aktuellen Monats ein anteiliges Guthaben gutgeschrieben werden, das direkt mit dem Jahrespreis verrechnet wird – du solltest also weniger zahlen, nicht mehr.

Es gibt zwei mögliche Erklärungen:

1. **Vormerkung:** Es könnte sich um eine vorübergehende Vormerkung (Autorisierung) deiner Bank handeln. Prüfe, ob die Buchung in deinem Konto als „vorgemerkt"" oder „ausstehend"" angezeigt wird. Diese verschwindet normalerweise innerhalb von 3–5 Werktagen von selbst.

2. **Tatsächliche doppelte Belastung:** Wenn die Buchung nach 5 Werktagen noch da ist, melde dich bitte bei uns:
   - Öffne **Einstellungen > Hilfe > Kontakt** und wähle „Zahlungsproblem melden""
   - Gib die E-Mail-Adresse deines FocusFlow-Kontos an
   - Füge wenn möglich Screenshots oder Transaktionsnummern bei

Wir prüfen den Fall und erstatten den doppelt belasteten Betrag vollständig.

Quellen: tarif-wechseln.md; doppelte-abbuchung.md",tarif-wechseln.md; doppelte-abbuchung.md,tarif-wechseln.md; doppelte-abbuchung.md; erstattungen.md,1,1,1,,"Die Antwort erklärt korrekt, dass beim Wechsel monatlich→jährlich ein anteiliges Guthaben mit dem Jahrespreis verrechnet wird und eine volle Belastung diesem Ablauf widerspricht – die Kernaussage ist damit klar enthalten.","Alle Behauptungen (Guthabenverrechnung, Vormerkung/Autorisierung, 3–5 Werktage, Vorgehen bei anhaltender doppelter Belastung, vollständige Erstattung) sind wörtlich oder sinngemäß durch die Artikel 'tarif-wechseln.md' und 'doppelte-abbuchung.md' gedeckt, der Support-Verweis ist ohnehin zulässig.",,0,,,0.00247,0.0,0.0,0.00183,2470,0,0,366,0.3887,3.893,4.282,1
19,mehrquellen,entwurf,articles,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?","Ja, innerhalb von 14 Tagen wird der tatsächlich gezahlte Betrag erstattet, Pro endet dann sofort (danach neu monatlich abschließen); ein normaler Wechsel zurück auf monatlich greift erst zum Laufzeitende",tarif-wechseln.md; erstattungen.md,"Du kannst zurück auf monatliche Zahlung wechseln – das geht jederzeit über Einstellungen > Abo > Zahlungszeitraum ändern (Web) oder die entsprechenden Menüs in iOS/Android.

Zur Erstattung: Du hast 14 Tage ab dem Wechsel Zeit, um eine vollständige Rückerstattung zu beantragen. Da du vor einer Woche gewechselt hast, bist du noch innerhalb dieser Frist. Geh dazu auf Einstellungen > Hilfe > Kontakt und wähle „Erstattung anfragen"". Gib deine Konto-E-Mail und das Wechseldatum an. Die Erstattung wird innerhalb von 5–10 Werktagen bearbeitet.

Wichtig: Mit der Erstattung endet dein Pro-Zugang sofort und dein Konto wird auf Free umgestellt.

Quellen: tarif-wechseln.md; erstattungen.md",tarif-wechseln.md; erstattungen.md,tarif-wechseln.md; erstattungen.md; doppelte-abbuchung.md,1,0,1,,"Die Antwort erwähnt zwar die 14-Tage-Erstattung und das sofortige Ende des Pro-Zugangs korrekt, lässt aber die zentrale Kernaussage weg, dass ein normaler (nicht erstatteter) Wechsel zurück auf monatlich erst zum Ende des Jahreszeitraums wirksam wird – stattdessen suggeriert 'das geht jederzeit', was den Eindruck einer sofortigen Umstellung erweckt und der Kernaussage widerspricht.","Alle genannten Fakten (14-Tage-Frist, vollständige Erstattung des gezahlten Betrags, sofortiges Ende des Pro-Zugangs, Kontaktweg) sind direkt durch den Kontext gedeckt; die Verwendung von 'Wechseldatum' statt 'Kaufdatum' ist durch den Hinweis gedeckt, dass der neue Jahreszeitraum am Tag des Wechsels beginnt.",,0,,,0.002464,0.0,0.0,0.00129,2464,0,0,258,0.0924,3.498,3.59,0
20,aehnlich,entwurf,articles,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?","Normal: Pro läuft bis zum Ende des bezahlten Zeitraums weiter, danach Free; keine weitere Abbuchung",abo-kuendigen.md,"Nach einer Kündigung läuft dein Pro-Zugang bis zum Ende des bereits bezahlten Zeitraums weiter – in deinem Fall also bis 2027. Das ist normal und korrekt. Es erfolgt keine weitere Abbuchung mehr.

Erst nach Ablauf dieses Zeitraums wird dein Konto automatisch auf Free umgestellt.

Quellen: abo-kuendigen.md",abo-kuendigen.md,abo-kuendigen.md; tarif-wechseln.md; erstattungen.md,1,1,1,,"Die Antwort enthält die Kernaussage vollständig: Pro läuft bis zum Ende des bezahlten Zeitraums weiter, danach Umstellung auf Free, keine weitere Abbuchung.","Alle Aussagen (Weiterlaufen bis Ende des bezahlten Zeitraums, keine weitere Abbuchung, danach Umstellung auf Free) sind direkt aus dem Kontext übernommen; die Bestätigung des Datums 2027 ist lediglich die Anwendung dieser Regel auf die vom Kunden genannte Angabe.",,0,,,0.002427,0.0,0.0,0.00052,2427,0,0,104,0.2639,1.953,2.217,1
21,aehnlich,entwurf,articles,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,"Nein, die Löschung ist endgültig, auch der Support kann sie nicht rückgängig machen",konto-loeschen.md,"Leider nein. Die Löschung kann nicht rückgängig gemacht werden – auch nicht durch den Support. Dein Konto wurde sofort deaktiviert und alle deine Daten (Habits, Verlauf, Streaks, etc.) wurden endgültig gelöscht.

Wenn du FocusFlow weiternutzen möchtest, musst du dich mit einer neuen E-Mail-Adresse neu registrieren.

Quellen: konto-loeschen.md",konto-loeschen.md,konto-loeschen.md; passwort-zuruecksetzen.md; doppelte-abbuchung.md,1,1,0,,"Die Antwort gibt klar wieder, dass die Löschung endgültig ist und auch der Support sie nicht rückgängig machen kann – das entspricht genau der Soll-Kernaussage.","Die Behauptung, man müsse sich mit einer neuen E-Mail-Adresse neu registrieren, steht nicht im Kontext und ist somit eine ungedeckte Zusatzaussage.",,0,,,0.002292,0.0,0.0,0.00062,2292,0,0,124,0.1021,2.192,2.295,0
22,aehnlich,entwurf,articles,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?","Nein, Abo kündigen reicht: Pro läuft bis Periodenende, danach Free, alle Daten bleiben erhalten; Konto löschen würde alles endgültig entfernen",abo-kuendigen.md,"Nein, du musst dein Konto nicht löschen. Kündige stattdessen dein Pro-Abo:

- Dein Konto bleibt bestehen
- Alle deine Habits und deren Verlauf bleiben erhalten
- Du nutzt FocusFlow danach kostenlos weiter
- Es erfolgt keine weitere Abbuchung

Die einzige Einschränkung: Hast du mehr als 3 aktive Habits, werden die übrigen nach Ablauf deiner bezahlten Laufzeit archiviert (ihr Verlauf bleibt aber sichtbar).

Wie du kündigst, hängt davon ab, wo du Pro abgeschlossen hast – das siehst du unter **Einstellungen > Abo**. Dort findest du auch die genauen Schritte für Web, iOS oder Android.

Quellen: abo-kuendigen.md",abo-kuendigen.md,konto-loeschen.md; abo-kuendigen.md; konten-zusammenfuehren.md,1,1,1,,"Die Antwort vermittelt klar, dass Kündigen statt Löschen ausreicht, Pro bis Periodenende läuft, danach Free, Daten bleiben erhalten – die Kernaussage ist vollständig und widerspruchsfrei enthalten.","Alle Behauptungen (Konto bleibt, Habits/Verlauf bleiben, keine weitere Abbuchung, Archivierung bei mehr als 3 Habits, Fundort der Abo-Infos) sind wörtlich durch den Kontext aus abo-kuendigen.md gedeckt.",,0,,,0.002326,0.0,0.0,0.001145,2326,0,0,229,0.096,2.855,2.951,1
23,aehnlich,entwurf,articles,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?","Nein, Store-Abos werden nicht automatisch beendet; vorher im App Store kündigen, sonst wird weiter abgebucht",konto-loeschen.md,"Nein, nicht automatisch. Wenn du dein Konto löschst, endet nur ein **Web-Abo sofort**. Abos über den App Store werden durch die Kontolöschung **nicht beendet** – die Abbuchungen gehen weiter.

Du musst das Abo vor der Kontolöschung selbst kündigen:

Gehe in die **Einstellungen des iPhones > [dein Name] > Abonnements > FocusFlow > Abo kündigen**.

Danach kannst du dein FocusFlow-Konto löschen, ohne dass weitere Abbuchungen erfolgen.

Quellen: konto-loeschen.md; abo-kuendigen.md",konto-loeschen.md; abo-kuendigen.md,konto-loeschen.md; abo-kuendigen.md; doppelte-abbuchung.md,1,1,1,,"Die Antwort vermittelt klar, dass Store-Abos durch Kontolöschung nicht automatisch beendet werden und man vorher im App Store kündigen muss, sonst wird weiter abgebucht – die Kernaussage ist vollständig enthalten.","Alle Aussagen (Web-Abo endet sofort, Store-Abos nicht automatisch beendet, Kündigungsweg über iPhone-Einstellungen) sind wörtlich oder direkt aus den Quellen 'konto-loeschen.md' und 'abo-kuendigen.md' gedeckt.",,0,,,0.002344,0.0,0.0,0.00092,2344,0,0,184,0.1182,3.2,3.318,1
24,luecke,entwurf,articles,gibt es die app auch auf spanisch?,"Dazu gibt es keine Information, Verweis an den Support",keine,"Der Kontext beantwortet deine Frage nicht. Bitte kontaktiere den Support über die App unter Einstellungen > Hilfe > Kontakt – dort können dir die Kollegen Auskunft zur Sprachunterstützung geben.

Quellen: keine",keine,roadmap-faq.md; synchronisierung.md; bekannte-probleme.md,1,,1,1,,"Die Antwort enthält keine inhaltlichen Behauptungen aus dem Kontext, nur den vorgegebenen Support-Verweis, der immer als gedeckt gilt.","Die Antwort erklärt, dass dazu keine Information vorliegt, verweist an den Support und gibt keine inhaltliche Antwort oder Vermutung ab.",0,,,0.002386,0.0,0.0,0.000355,2386,0,0,71,0.1121,2.283,2.395,1
25,luecke,entwurf,articles,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?","Dazu gibt es keine Information, Verweis an den Support",keine,"Der Kontext beantwortet deine Frage nicht. Für Rechnungen mit Firmenanschrift und USt-IdNr. wende dich bitte direkt an den Support in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: keine",keine,doppelte-abbuchung.md; erstattungen.md; konten-zusammenfuehren.md,1,,1,1,,"Die Antwort enthält keine inhaltlichen Behauptungen aus dem Kontext, nur den vorgegebenen Support-Verweis, der laut Vorgabe immer als gedeckt gilt.","Die Antwort erkennt korrekt, dass das Thema Rechnungen mit Firmenanschrift/USt-IdNr. im Kontext nicht behandelt wird, gibt keine inhaltliche Antwort oder Vermutung und verweist stattdessen an den Support.",0,,,0.00239,0.0,0.0,0.00037,2390,0,0,74,0.0978,2.234,2.331,1
26,veraltet,entwurf,articles,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,"59 USD/Jahr statt 6,99 USD/Monat, rund 4,92 USD pro Monat, also ca. 30 % günstiger (nicht ""ein Drittel"" / 39,99 wie auf der alten Seite)",preise-und-tarife.md,"Das Jahresabo kostet 59 USD pro Jahr, das entspricht etwa 4,92 USD pro Monat. Das monatliche Abo kostet 6,99 USD pro Monat.

Du sparst also etwa 30 % gegenüber der monatlichen Zahlung, wenn du dich für das Jahresabo entscheidest.

Quellen: preise-und-tarife.md",preise-und-tarife.md,tarif-wechseln.md; erstattungen.md; preise-und-tarife.md,1,1,1,,"Die Antwort nennt korrekt 59 USD/Jahr, 6,99 USD/Monat, 4,92 USD pro Monat und die Ersparnis von etwa 30 %, was genau der Soll-Kernaussage entspricht.","Alle genannten Zahlen (59 USD, 6,99 USD, 4,92 USD, 30 %) sind wörtlich aus dem Kontext übernommen und widersprüchsfrei wiedergegeben.",,0,,,0.00246,0.0,0.0,0.000515,2460,0,0,103,0.0929,1.801,1.893,1
27,mehrquellen,entwurf,articles,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,"Zusammenführen geht nur, wenn höchstens ein Konto Pro hat: das andere kündigen und auslaufen lassen, keine automatische Erstattung; ein Jahresabo ist nur innerhalb von 14 Tagen erstattbar",konten-zusammenfuehren.md; erstattungen.md,"Ja, wir können deine beiden Konten zusammenführen. Allerdings gibt es eine Voraussetzung: **Nur ein Konto darf ein aktives Pro-Abo haben.** Du musst also vorher eines der beiden Pro-Abos kündigen und dessen Laufzeit ablaufen lassen. Eine automatische Erstattung des gekündigten Abos erfolgt nicht.

Nach Ablauf der Laufzeit kannst du dann die Konten zusammenführen. Dabei werden alle Habits, der komplette Verlauf und deine Statistiken übernommen.

Um die Zusammenführung zu starten, melde dich mit dem Konto an, das du behalten möchtest, und gehe zu **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"". Die Zusammenführung dauert bis zu 5 Werktage.

Quellen: konten-zusammenfuehren.md",konten-zusammenfuehren.md,konten-zusammenfuehren.md; erstattungen.md; doppelte-abbuchung.md,0,0,1,,"Die Antwort erklärt korrekt, dass nur ein Konto Pro haben darf und das andere gekündigt werden muss ohne automatische Erstattung, lässt aber den zentralen Punkt aus, dass eine Erstattung für ein Jahresabo aktiv innerhalb von 14 Tagen beantragt werden kann – das ist genau die vom Kunden gestellte Frage nach dem Geld zurück und wird nicht beantwortet.","Alle genannten Fakten (Zusammenführung, Pro-Bedingung, keine automatische Erstattung, Übernahme der Daten, Ablauf über Support, 5 Werktage) stehen wörtlich im Kontextartikel zu Kontenzusammenführung, es werden keine unbelegten Behauptungen aufgestellt.",,0,,,0.002373,0.0,0.0,0.001205,2373,0,0,241,0.0752,4.733,4.809,0
1,einfach,mensch,corpus,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?","Link ist 60 Minuten gültig, nur einmal nutzbar; neuen Link anfordern",passwort-zuruecksetzen.md,"Der Link zum Zurücksetzen deines Passworts ist **60 Minuten** gültig und kann nur einmal verwendet werden.

Da du ihn erst abends geöffnet hast, ist er wahrscheinlich abgelaufen. Fordere einfach einen neuen Link an: Gehe auf dem Anmeldebildschirm auf **„Passwort vergessen?""**, gib deine E-Mail-Adresse ein, und du bekommst einen neuen Link zugeschickt.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,alle,1,1,1,,"Die Antwort nennt klar die 60-Minuten-Gültigkeit, die einmalige Nutzung und den Hinweis, einen neuen Link anzufordern – genau die Soll-Kernaussage.","Alle Aussagen (60 Minuten Gültigkeit, einmalige Nutzung, Anforderung eines neuen Links über 'Passwort vergessen?') stehen wörtlich bzw. als direkte Folgerung im Kontextartikel 'passwort-zuruecksetzen.md'.",,0,,,4.5e-05,0.0164262,0.0,0.00071,45,13141,0,142,0.0,3.282,3.282,1
2,veraltet,mensch,corpus,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?","Nein: aktuell 6,99 USD/Monat oder 59 USD/Jahr, keine Testphase",preise-und-tarife.md,"Das stimmt nicht ganz. Laut den aktuellen Informationen kostet FocusFlow Pro:

- **6,99 USD pro Monat** (nicht 4,99 USD)
- **59 USD pro Jahr**

Eine **kostenlose Testphase bieten wir derzeit nicht an**. Du kannst die Free-Version aber unbegrenzt nutzen und jederzeit upgraden.

Es gibt allerdings einen älteren Artikel, der noch von einer 7-tägigen kostenlosen Testphase und einem Preis von 4,99 USD monatlich spricht – diese Informationen sind aber veraltet.

Quellen: preise-und-tarife.md; pro-funktionen-und-preise.md",preise-und-tarife.md; pro-funktionen-und-preise.md,alle,1,1,1,,"Die Antwort korrigiert klar mit den aktuellen Preisen (6,99 USD/Monat, 59 USD/Jahr) und stellt fest, dass es aktuell keine Testphase gibt – die Kernaussage ist vollständig enthalten und wird nicht widersprochen.","Alle genannten Fakten (Preise, keine Testphase, älterer Artikel mit abweichenden Angaben) sind direkt durch die Quellen preise-und-tarife.md und pro-funktionen-und-preise.md gedeckt.",,1,1,"Die Antwort nennt korrekt die aktuellen Werte (6,99 USD/Monat, 59 USD/Jahr, keine Testphase) und weist explizit darauf hin, dass der ältere Artikel mit 4,99 USD und 7-tägiger Testphase veraltet ist. Beide Kriterien sind somit erfüllt.",4.9e-05,0.0,0.0013141,0.00091,49,0,13141,182,0.0,3.291,3.291,1
