id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
11,einfach,entwurf,sections,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,"Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen; wer sich mit Google registriert hat, hat kein Passwort und nutzt ""Mit Google anmelden""",passwort-zuruecksetzen.md,"Das ist frustrierend! Lass mich dir helfen. Prüfe bitte folgende Punkte:

1. **Spam-Ordner checken** – Die E-Mail könnte dort gelandet sein.
2. **Richtige E-Mail-Adresse?** – Verwende die E-Mail, mit der du dich registriert hast.
3. **Nicht mehrfach anfordern** – Warte ein paar Minuten. Nur der zuletzt gesendete Link ist gültig.
4. **Mit Google angemeldet?** – Falls du dich ursprünglich mit „Mit Google anmelden"" registriert hast, hast du kein FocusFlow-Passwort. In dem Fall nutze einfach wieder „Mit Google anmelden"" auf dem Anmeldebildschirm. Wenn du dein Google-Passwort vergessen hast, musst du es bei Google zurücksetzen.

Falls das alles nicht hilft, kontaktiere bitte den Support direkt in der App unter **Einstellungen > Hilfe > Kontakt**. Das Team kann dir dort besser weiterhelfen.

Quellen: passwort-zuruecksetzen.md; anmelden-mit-google.md",passwort-zuruecksetzen.md; anmelden-mit-google.md,passwort-zuruecksetzen.md; anmelden-mit-google.md,1,1,1,,"Die Antwort enthält alle Kernpunkte: Spam-Ordner prüfen, richtige Adresse, nur letzter Link gilt, und Hinweis auf Google-Anmeldung ohne FocusFlow-Passwort.","Alle Aussagen sind wörtlich oder sinngemäß aus dem Kontext übernommen, inklusive des vorgegebenen Support-Verweises.",,0,,,0.000975,0.0,0.0,0.001545,975,0,0,309,0.1023,2.976,3.078,1
12,einfach,entwurf,sections,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?","Ja: Google-Login hat ein separates neues Konto angelegt, Daten liegen im alten Konto; abmelden und mit der ursprünglichen Methode anmelden",anmelden-mit-google.md,"Ja, das ist sehr wahrscheinlich! 

Jedes FocusFlow-Konto ist an die Anmeldemethode gebunden, mit der es erstellt wurde. Wenn du dich ursprünglich mit E-Mail und Passwort registriert hast und später „Mit Google anmelden"" gewählt hast, wurde ein **neues, separates Konto erstellt** – auch wenn die E-Mail-Adresse gleich ist. Deine alten Habits sind nicht gelöscht, sondern liegen in deinem anderen Konto.

**Das kannst du tun:**
1. Melde dich ab und melde dich wieder mit deiner ursprünglichen Methode (E-Mail + Passwort) an – deine Habits sollten dann wieder da sein.
2. Falls du bereits in beiden Konten Daten hast und diese zusammenführen möchtest, kontaktiere unseren Support in der App unter **Einstellungen > Hilfe > Kontakt**. Der Support kann beide Konten für dich zusammenführen.

Quellen: anmelden-mit-google.md",anmelden-mit-google.md,anmelden-mit-google.md; passwort-zuruecksetzen.md; konten-zusammenfuehren.md,1,1,1,,"Die Antwort enthält die Hauptaussage vollständig: separates neues Konto durch Google-Login, alte Daten liegen im anderen Konto, Abmelden und mit ursprünglicher Methode anmelden.","Alle Aussagen sind durch den Kontext gedeckt, inklusive des Hinweises auf Zusammenführung durch den Support, der laut 'konten-zusammenfuehren.md' nur vom Support (nicht in der App) durchgeführt werden kann; der Support-Verweis gilt ohnehin als vorgegeben.",,0,,,0.000975,0.0,0.0,0.001375,975,0,0,275,0.1104,3.061,3.171,1
13,einfach,entwurf,sections,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten","Oft nur Vormerkung, verschwindet in 3–5 Werktagen; danach über Einstellungen > Hilfe > Kontakt ""Zahlungsproblem melden"", wird vollständig erstattet; Store-Abos an Apple/Google",doppelte-abbuchung.md; erstattungen.md,"Ich verstehe deine Frustration! Lass mich dir helfen.

**Erst eine kurze Prüfung:** Schau in deinem Bankkonto nach, ob die zweite Buchung als „vorgemerkt"" oder „ausstehend"" angezeigt wird. Das ist oft nur eine Autorisierung deiner Bank und verschwindet von selbst innerhalb von 3–5 Werktagen. In diesem Fall musst du nichts tun.

**Falls es eine echte doppelte Abbuchung ist:**

Melde dich bitte direkt bei uns:
1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib deine FocusFlow-E-Mail-Adresse an
4. Füge wenn möglich einen Screenshot beider Buchungen oder die Transaktionsnummern aus deinen Zahlungsbestätigungen bei

Wir prüfen das sofort und erstatten dir den doppelt belasteten Betrag vollständig. Dein Pro-Zugang bleibt dabei erhalten.

Quellen: doppelte-abbuchung.md; erstattungen.md",doppelte-abbuchung.md; erstattungen.md,bekannte-probleme.md; erstattungen.md; doppelte-abbuchung.md,1,1,1,,"Die Antwort enthält die Hauptpunkte: Vormerkung, 3–5 Werktage, Verweis auf Kontaktweg, vollständige Erstattung und Erhalt des Pro-Zugangs. Der Nebenpunkt zu Store-Abos fehlt, ist aber laut Kriterien tolerierbar, da die Hauptaussage korrekt und widerspruchsfrei wiedergegeben wird.","Alle Aussagen (Vormerkung, Frist, Kontaktschritte, vollständige Erstattung, unveränderter Pro-Zugang) sind wörtlich aus den Quellen 'doppelte-abbuchung.md' und 'erstattungen.md' übernommen, keine zusätzlichen unbelegten Behauptungen.",,0,,,0.001077,0.0,0.0,0.00155,1077,0,0,310,0.1076,2.656,2.764,1
14,einfach,entwurf,sections,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin","Passwort ändern, alle anderen Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren",verdaechtige-anmeldungen.md,"Das klingt beängstigend – entschuldige, dass du das durchmachst! 

Leider habe ich in meinen verfügbaren Hilfeartikel keine Informationen zu Sicherheitsvorfällen wie unbefugten Logins. Das ist aber definitiv etwas, das unser Support-Team sofort klären sollte.

**Bitte kontaktiere uns schnellstmöglich:**
Öffne die App → **Einstellungen > Hilfe > Kontakt** und schildere den Vorfall dort. Unser Team wird sich um dein Konto kümmern.

Falls du dich nicht mehr anmelden kannst, kannst du auch versuchen, dein Passwort zurückzusetzen – das könnte helfen, dein Konto zu sichern, bis der Support antwortet.

Quellen: keine",keine,passwort-zuruecksetzen.md; konten-zusammenfuehren.md; datenschutz-und-speicherort.md,0,0,1,,"Die Antwort nennt nur vage das Zurücksetzen des Passworts und verweist an den Support, lässt aber die wichtigen Schritte 'alle Geräte abmelden', 'E-Mail-Konto sichern' und die konkrete Sicherheits-Kontaktadresse (security@focusflow.app) komplett aus, sodass die Hauptaussage nicht vollständig vermittelt wird.","Die Antwort gibt korrekt an, dass keine Infos zu Sicherheitsvorfällen im Kontext vorliegen, verweist wie vorgegeben auf den Support-Kontakt und erwähnt das Zurücksetzen des Passworts, was durch den Artikel 'Passwort zurücksetzen' gedeckt ist – keine Behauptung widerspricht dem Kontext.",,0,,,0.000979,0.0,0.0,0.00109,979,0,0,218,0.1112,3.065,3.176,0
15,einfach,entwurf,sections,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?","EU, Rechenzentrum in Frankfurt am Main, keine Übertragung in Drittländer",datenschutz-und-speicherort.md,"Deine Daten werden in der **Europäischen Union** gespeichert – konkret im Rechenzentrum unseres Hosting-Anbieters in **Frankfurt am Main**. Eine Übertragung in Drittländer wie die USA findet für deine Habit-Daten nicht statt.

Quellen: datenschutz-und-speicherort.md",datenschutz-und-speicherort.md,datenschutz-und-speicherort.md; konto-loeschen.md,1,1,1,,"Die Antwort nennt EU, konkret Frankfurt am Main, und den Ausschluss einer Übertragung in Drittländer – exakt die Soll-Kernaussage ist vollständig enthalten.","Alle Aussagen stammen direkt aus dem Kontext; die Ergänzung 'wie die USA' ist eine zulässige, logisch zwingende Konkretisierung, da die USA ein Drittland sind und somit unter die genannte Nichtübertragung fallen.",,0,,,0.000916,0.0,0.0,0.00048,916,0,0,96,0.1,1.434,1.534,1
16,einfach,entwurf,sections,gibts eigentlich ein widget für android oder nur fürs iphone?,"Ja, Android ab Version 10 (Startbildschirm); Timer-Widget nur mit Pro",widgets.md,"Es gibt Widgets für beide Plattformen! 📱

**Android:** Widgets sind ab Android 10 verfügbar. Du kannst sie auf deinen Startbildschirm hinzufügen:
1. Halte eine freie Stelle auf dem Startbildschirm gedrückt und tippe auf „Widgets"".
2. Suche „FocusFlow"" und ziehe das gewünschte Widget auf den Startbildschirm.

**iOS:** Hier gibt es Widgets für den Home-Bildschirm und sogar für den Sperrbildschirm (ab iOS 17).

Falls dein Widget sich nicht aktualisiert, kann bei Android die Akku-Optimierung der Grund sein – nimm FocusFlow dann unter Einstellungen > Apps > FocusFlow > Akku von der Optimierung aus.

Quellen: widgets.md",widgets.md,widgets.md; roadmap-faq.md,1,1,1,,"Die Antwort bestätigt, dass es Android-Widgets ab Android 10 gibt, was die Hauptaussage abdeckt. Der Nebenpunkt zum Timer-Widget nur mit Pro fehlt, ist aber laut Kriterien als fehlender Nebenpunkt tolerierbar.",Alle Aussagen zu Android- und iOS-Widgets sowie zur Fehlerbehebung bei fehlender Aktualisierung sind wörtlich durch den Kontext gedeckt.,,0,,,0.000859,0.0,0.0,0.00108,859,0,0,216,0.0724,2.611,2.683,1
17,mehrquellen,entwurf,sections,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?","Das sind zwei getrennte Konten; Zusammenführen nur über den Support (Einstellungen > Hilfe > Kontakt), dauert bis zu 5 Werktage, nicht umkehrbar",anmelden-mit-google.md; konten-zusammenfuehren.md,"Das ist ein häufiges Problem! Jedes FocusFlow-Konto ist an die Anmeldemethode gebunden, mit der es erstellt wurde. Deine beiden Konten (E-Mail/Passwort und Google) sind daher separate Konten – deine Habits sind nicht gelöscht, sondern verteilt auf beide.

**Gute Nachricht:** Unser Support kann beide Konten für dich zusammenführen. Das geht leider nicht in der App selbst. Schreib einfach den Support an – du findest den Kontakt in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: anmelden-mit-google.md;konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,anmelden-mit-google.md; konten-zusammenfuehren.md; roadmap-faq.md; passwort-zuruecksetzen.md,1,1,1,,"Die Hauptaussage (zwei getrennte Konten, Zusammenführung nur über Support, In-App nicht möglich) ist enthalten; die Details zu Dauer (5 Werktage) und Nicht-Umkehrbarkeit fehlen, sind aber als Nebenpunkte tolerierbar.","Alle Behauptungen (Kontobindung an Anmeldemethode, separate Konten, Habits nicht gelöscht, Support kann zusammenführen, nicht in der App möglich, Kontaktweg) sind direkt durch die Kontextquellen gedeckt.",,0,,,0.000966,0.0,0.0,0.000925,966,0,0,185,0.0981,2.341,2.439,1
18,einfach,entwurf,sections,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.","Beim Wechsel monatlich → jährlich wird der Restmonat als Guthaben mit dem Jahrespreis verrechnet (z. B. 54,34 statt 59 USD); eine volle Belastung entspricht nicht diesem Ablauf",tarif-wechseln.md,"Das tut mir leid, dass das passiert ist! Das ist leider ein bekanntes Problem beim Wechsel von monatlicher auf jährliche Zahlung – es kann zu einer doppelten Belastung kommen.

Die gute Nachricht: Wenn dir derselbe Zeitraum tatsächlich zweimal berechnet wurde, erstatten wir dir den doppelt belasteten Betrag **vollständig** – unabhängig von sonstigen Fristen oder Bedingungen.

Um das zu klären, wende dich bitte an unseren Support. Du findest den Kontakt in der App unter **Einstellungen > Hilfe > Kontakt**. Schildere dort deine Situation mit den genauen Daten der Abbuchungen – dann können wir das schnell überprüfen und ggf. erstatten.

Quellen: doppelte-abbuchung.md; erstattungen.md",doppelte-abbuchung.md; erstattungen.md,doppelte-abbuchung.md; tarif-wechseln.md; erstattungen.md,0,0,1,,"Die Antwort erklärt nicht, dass beim Wechsel monatlich→jährlich der Restmonat als Guthaben verrechnet wird; sie fokussiert nur auf das bekannte Doppelbelastungs-Problem und den Support-Verweis, sodass die eigentliche Kernaussage fehlt.","Alle Behauptungen (bekanntes Problem bei Tarifwechsel, volle Erstattung bei nachgewiesener Doppelbelastung, Support-Verweis) sind wörtlich durch den Kontext gedeckt, ohne Widerspruch.",,0,,,0.000921,0.0,0.0,0.00116,921,0,0,232,0.0894,2.514,2.603,0
19,mehrquellen,entwurf,sections,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?","Ja, innerhalb von 14 Tagen wird der tatsächlich gezahlte Betrag erstattet, Pro endet dann sofort (danach neu monatlich abschließen); ein normaler Wechsel zurück auf monatlich greift erst zum Laufzeitende",tarif-wechseln.md; erstattungen.md,"Ich verstehe deine Frustration! Hier die gute Nachricht: Du kannst jederzeit zurück auf monatliche Zahlung wechseln.

**Allerdings:** Der Wechsel von jährlich auf monatlich wird **erst zum Ende deines aktuellen Jahreszeitraums** wirksam. Das bedeutet, du behältst Pro bis dahin wie gewohnt, danach wird monatlich abgerechnet.

Ob du für den bereits bezahlten Zeitraum Geld zurückbekommen kannst, richtet sich nach unseren allgemeinen Erstattungsrichtlinien – das kann ich dir aus den verfügbaren Infos leider nicht konkret sagen.

**Meine Empfehlung:** Kontaktiere unseren Support direkt in der App (Einstellungen > Hilfe > Kontakt). Die können dir eine individuelle Lösung anbieten, besonders wenn du gerade erst umgestiegen bist.

Quellen: tarif-wechseln.md",tarif-wechseln.md,tarif-wechseln.md; doppelte-abbuchung.md,0,0,1,,"Die Antwort erklärt zwar korrekt den normalen Wechsel zurück auf monatlich (erst zum Jahresende), lässt aber die zentrale Aussage der Soll-Antwort – dass innerhalb von 14 Tagen eine Erstattung des gezahlten Betrags mit sofortiger Beendigung möglich ist – komplett aus und verweist stattdessen nur vage auf 'allgemeine Erstattungsrichtlinien' und den Support. Damit fehlt die Hauptaussage.","Alle Aussagen (Wechsel wirkt erst zum Jahresende, Erstattung richtet sich nach allgemeinen Richtlinien, Support-Verweis) sind wörtlich durch den Kontext gedeckt, es werden keine unbelegten Zusatzinformationen erfunden.",,0,,,0.001044,0.0,0.0,0.001265,1044,0,0,253,0.0954,3.033,3.128,0
20,aehnlich,entwurf,sections,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?","Normal: Pro läuft bis zum Ende des bezahlten Zeitraums weiter, danach Free; keine weitere Abbuchung",abo-kuendigen.md,"Das ist völlig normal! 😊

Wenn du dein Abo gekündigt hast, **läuft dein Pro-Zugang bis zum Ende des bereits bezahlten Zeitraums weiter** – in deinem Fall also bis 2027. Es erfolgt dann einfach keine weitere Abbuchung mehr.

Das bedeutet:
- Du kannst Pro noch bis 2027 nutzen
- Nach 2027 wird dein Konto automatisch auf Free umgestellt
- Deine Daten bleiben die ganze Zeit erhalten

Alles läuft also wie geplant. Du brauchst nichts weiter zu tun! 👍

Quellen: abo-kuendigen.md; preise-und-tarife.md",abo-kuendigen.md; preise-und-tarife.md,konto-loeschen.md; preise-und-tarife.md; erstattungen.md; abo-kuendigen.md,1,1,1,,"Die Antwort enthält die Kernaussage vollständig: Pro läuft bis zum Ende des bezahlten Zeitraums, danach Free, keine weitere Abbuchung.","Alle Aussagen (Pro läuft bis Ende der bezahlten Periode, dann Umstellung auf Free, keine weitere Abbuchung, Daten bleiben erhalten) sind direkt durch abo-kuendigen.md gedeckt; die konkrete Jahreszahl 2027 stammt aus der Nutzerfrage und wird nur übernommen, nicht erfunden.",,0,,,0.001371,0.0,0.0,0.00093,1371,0,0,186,0.0938,2.669,2.763,1
21,aehnlich,entwurf,sections,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,"Nein, die Löschung ist endgültig, auch der Support kann sie nicht rückgängig machen",konto-loeschen.md,"Das tut mir leid! Leider kann die Kontolöschung **nicht rückgängig gemacht werden** – auch der Support kann das nicht wiederherstellen. Deine Daten (Habits, Verlauf, Streaks etc.) werden sofort deaktiviert und spätestens nach 30 Tagen endgültig aus allen Backups gelöscht.

Wenn du FocusFlow weiternutzen möchtest, musst du dich leider mit einem neuen Konto anmelden und von vorne anfangen.

Falls du noch Fragen hast, kontaktiere den Support direkt in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: konto-loeschen.md",konto-loeschen.md,passwort-zuruecksetzen.md; konto-loeschen.md; datenschutz-und-speicherort.md; doppelte-abbuchung.md,1,1,1,,"Die Antwort vermittelt klar, dass die Löschung endgültig ist und auch der Support sie nicht rückgängig machen kann, was der Soll-Kernaussage entspricht.","Alle Kernaussagen (Unumkehrbarkeit, Support kann nicht helfen, Datenlöschung binnen 30 Tagen) stammen direkt aus dem Artikel 'konto-loeschen.md'; die Formulierung zu 'sofort deaktiviert' ist leicht verkürzt, aber inhaltlich durch den Kontext gedeckt, und der Hinweis auf ein neues Konto ist eine logische Folge aus dem endgültigen Datenverlust.",,0,,,0.001142,0.0,0.0,0.000915,1142,0,0,183,0.0994,2.768,2.868,1
22,aehnlich,entwurf,sections,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?","Nein, Abo kündigen reicht: Pro läuft bis Periodenende, danach Free, alle Daten bleiben erhalten; Konto löschen würde alles endgültig entfernen",abo-kuendigen.md,"Nein, du musst dein Konto **nicht löschen**! Das wäre sogar die falsche Lösung, denn dann würden alle deine Daten gelöscht.

Das Richtige für dich ist, **dein Pro-Abo zu kündigen**:

- Dein Pro-Zugang läuft bis zum Ende deines bezahlten Zeitraums weiter, dann wird dein Konto automatisch auf Free umgestellt.
- **Dein Konto und alle deine Habits bleiben erhalten** – mit ihrem kompletten Verlauf und deinen Streaks.
- Es erfolgt keine weitere Abbuchung.
- Wenn du später wieder Pro abschließen möchtest, geht das jederzeit.

Einzige Einschränkung: Hast du mehr als 3 aktive Habits, musst du nach Ablauf der Pro-Laufzeit 3 davon auswählen, die aktiv bleiben. Die anderen werden archiviert (ihr Verlauf bleibt aber sichtbar).

Wie du dein Abo kündigst, hängt davon ab, wo du es abgeschlossen hast – im Web, App Store oder Google Play. Schau dazu in der App unter **Einstellungen > Hilfe > Kontakt**, wenn du Fragen zur Kündigung hast.

Quellen: abo-kuendigen.md;konto-loeschen.md",abo-kuendigen.md; konto-loeschen.md,konto-loeschen.md; konten-zusammenfuehren.md; abo-kuendigen.md,1,1,0,,"Die Antwort vermittelt korrekt, dass nicht das Konto gelöscht, sondern das Abo gekündigt werden soll, dass Pro bis Periodenende weiterläuft und danach Free gilt, und dass alle Habits/Daten erhalten bleiben – die Soll-Kernaussage ist vollständig und korrekt wiedergegeben.","Fast alle Aussagen sind direkt durch den Kontext gedeckt, aber der Satz 'Wie du dein Abo kündigst, hängt davon ab, wo du es abgeschlossen hast – im Web, App Store oder Google Play' ist eine Vermutung, die so nicht explizit im Kontext steht (der Kontext erwähnt nur, dass App-Store/Play-Abos bei Kontolöschung nicht automatisch enden, nicht aber unterschiedliche Kündigungswege).",,0,,,0.001276,0.0,0.0,0.001805,1276,0,0,361,0.0974,3.755,3.852,0
23,aehnlich,entwurf,sections,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?","Nein, Store-Abos werden nicht automatisch beendet; vorher im App Store kündigen, sonst wird weiter abgebucht",konto-loeschen.md,"Gute Frage! Wenn du dein Konto löschst, **stoppt die Abbuchung nicht automatisch**. 

Das ist wichtig zu wissen: Abos, die du über den App Store gekauft hast, werden bei einer Kontolöschung **nicht automatisch beendet**. Das bedeutet, dass weiterhin Geld abgebucht wird, auch wenn dein FocusFlow-Konto gelöscht ist.

**Das solltest du vorher tun:**
Kündige dein Pro-Abo im App Store, bevor du dein Konto löschst. Dann stoppt die Abbuchung und du vermeidest unnötige Kosten.

Falls du nur nicht mehr für Pro bezahlen möchtest, ist eine Kontolöschung meist nicht nötig – eine normale Kündigung reicht aus. Dabei bleiben deine Daten erhalten und du kannst FocusFlow kostenlos weiternutzen.

Quellen: konto-loeschen.md",konto-loeschen.md,konto-loeschen.md; abo-kuendigen.md; erstattungen.md; pro-funktionen-und-preise.md,1,1,1,,"Die Antwort gibt korrekt wieder, dass Store-Abos bei Kontolöschung nicht automatisch beendet werden und man vorher im App Store kündigen sollte, sonst wird weiter abgebucht – die Kernaussage ist vollständig und widerspruchsfrei enthalten.","Alle Behauptungen (keine automatische Beendigung des Store-Abos, vorherige Kündigung nötig, Hinweis auf Abo-Kündigen-Artikel mit Datenerhalt und kostenloser Weiternutzung) sind direkt durch den Kontext gedeckt.",,0,,,0.001277,0.0,0.0,0.00126,1277,0,0,252,0.1028,3.163,3.266,1
24,luecke,entwurf,sections,gibt es die app auch auf spanisch?,"Dazu gibt es keine Information, Verweis an den Support",keine,"Das kann ich dir anhand der verfügbaren Hilfeartikel leider nicht beantworten. Fragen zur Sprachunterstützung von FocusFlow beantwortet dir unser Support-Team gerne – du findest den Kontakt in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: keine",keine,roadmap-faq.md; synchronisierung.md; tarif-wechseln.md,1,,1,1,,"Die Antwort behauptet nichts inhaltlich Falsches; sie verweist nur auf fehlende Information und den Support-Kontakt, was laut Vorgabe immer als gedeckt gilt.","Die Sprachverfügbarkeit wird im Kontext nicht behandelt, und die Antwort verweist korrekt an den Support ohne inhaltliche Vermutung oder Teilantwort.",0,,,0.000932,0.0,0.0,0.00044,932,0,0,88,0.1072,1.787,1.895,1
25,luecke,entwurf,sections,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?","Dazu gibt es keine Information, Verweis an den Support",keine,"Hallo! Leider kann ich deine Frage anhand der verfügbaren Hilfeartikel nicht beantworten – das Thema Rechnungen und Firmenadresse ist dort nicht dokumentiert.

Bitte wende dich direkt an unseren Support: Öffne die App, gehe zu **Einstellungen > Hilfe > Kontakt** und schildere dein Anliegen dort. Das Team wird dir gerne weiterhelfen! 😊

Quellen: keine",keine,doppelte-abbuchung.md; bekannte-probleme.md; konten-zusammenfuehren.md; erstattungen.md,1,,1,1,,"Die Aussage, dass das Thema nicht dokumentiert ist, entspricht dem Kontext, und der Support-Verweis gilt laut Vorgabe immer als gedeckt; es werden keine weiteren, nicht gedeckten Behauptungen aufgestellt.","Die Antwort erklärt klar, dass die Information zu Rechnungen mit Firmenanschrift/USt-IdNr. nicht in den Hilfeartikeln vorhanden ist, verweist an den Support und liefert keine inhaltliche Teilantwort oder Vermutung.",0,,,0.001023,0.0,0.0,0.000635,1023,0,0,127,0.1007,1.871,1.972,1
26,veraltet,entwurf,sections,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,"59 USD/Jahr statt 6,99 USD/Monat, rund 4,92 USD pro Monat, also ca. 30 % günstiger (nicht ""ein Drittel"" / 39,99 wie auf der alten Seite)",preise-und-tarife.md,"Ja, das Jahresabo lohnt sich! 

Nach den aktuellen Preisen sparst du mit dem Jahresabo etwa **30 % gegenüber der monatlichen Zahlung**:

- **Monatlich:** 6,99 USD/Monat = 83,88 USD pro Jahr
- **Jährlich:** 59 USD pro Jahr

Das sind **knapp 25 USD Ersparnis pro Jahr**, wenn du dich für das Jahresabo entscheidest.

Quellen: preise-und-tarife.md",preise-und-tarife.md,pro-funktionen-und-preise.md; erstattungen.md; tarif-wechseln.md; preise-und-tarife.md,1,1,1,,"Die Antwort nennt korrekt 59 USD/Jahr vs. 6,99 USD/Monat und die ca. 30% Ersparnis, entsprechend der aktuellen Quelle und nicht der veralteten 39,99-USD-Angabe.","Alle genannten Zahlen (6,99 USD/Monat, 59 USD/Jahr, 30% Ersparnis) stammen direkt aus preise-und-tarife.md; die Rechnung 6,99*12=83,88 und die Differenz von ca. 25 USD sind logische, korrekte Folgerungen daraus.",,0,,,0.001059,0.0,0.0,0.0007,1059,0,0,140,0.0833,2.242,2.325,1
27,mehrquellen,entwurf,sections,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,"Zusammenführen geht nur, wenn höchstens ein Konto Pro hat: das andere kündigen und auslaufen lassen, keine automatische Erstattung; ein Jahresabo ist nur innerhalb von 14 Tagen erstattbar",konten-zusammenfuehren.md; erstattungen.md,"Gute Nachricht: Ja, unsere Support-Mitarbeiter können deine beiden Konten zusammenführen! Das geht allerdings nicht selbst in der App – du musst dich an den Support wenden.

**So funktioniert's:**
1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Schildere dein Problem mit den zwei Pro-Konten

Zur **Erstattung** für eines der Pro-Abos: Der Kontext gibt mir leider nicht genug Details, ob und unter welchen Bedingungen das möglich ist. Das klärst du am besten direkt mit dem Support – die können dir dann auch sagen, wie es mit deinem Pro-Zugang nach einer möglichen Erstattung aussieht.

Quellen: konten-zusammenfuehren.md; erstattungen.md",konten-zusammenfuehren.md; erstattungen.md,doppelte-abbuchung.md; konten-zusammenfuehren.md; erstattungen.md,1,0,1,,"Die Antwort sagt pauschal 'Ja, geht' zum Zusammenführen, ohne die zentrale Einschränkung zu nennen, dass dies nur möglich ist, wenn höchstens ein Konto Pro hat und das andere gekündigt werden muss – diese Kernbedingung fehlt komplett und wird durch die unbedingte Zusage sogar verfälscht. Zur Erstattung wird keine inhaltliche Aussage gemacht, obwohl die Soll-Aussage klare Regeln (keine automatische Erstattung, 14-Tage-Frist bei Jahresabo) vorsieht.","Die Aussage, dass der Support beide Konten zusammenführen kann und dies nicht in der App möglich ist, ist direkt durch den Kontext gedeckt; die Aussage zur Erstattung ist lediglich eine ehrliche Meta-Aussage über fehlende Details im Kontext und widerspricht diesem nicht.",,0,,,0.000918,0.0,0.0,0.001085,918,0,0,217,0.0904,3.393,3.484,0
1,einfach,mensch,contextual,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?","Link ist 60 Minuten gültig, nur einmal nutzbar; neuen Link anfordern",passwort-zuruecksetzen.md,"Der Link zum Zurücksetzen deines Passworts ist **60 Minuten** gültig und kann nur einmal verwendet werden. Da du ihn erst abends geöffnet hast, ist er leider abgelaufen.

Kein Problem – fordere einfach einen neuen Link an:

1. Gehe auf dem Anmeldebildschirm auf **„Passwort vergessen?""**
2. Gib deine E-Mail-Adresse ein
3. Du erhältst eine neue E-Mail mit einem frischen Link (wieder 60 Minuten gültig)

Tipp: Fordere den Link nicht mehrfach an – nur der zuletzt gesendete Link funktioniert.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,passwort-zuruecksetzen.md,1,1,1,,"Die Antwort enthält die 60-Minuten-Gültigkeit, die einmalige Nutzung und den Hinweis, einen neuen Link anzufordern – die Kernaussage ist vollständig abgedeckt.","Alle Aussagen (60 Minuten Gültigkeit, einmalige Nutzung, Ablauf des alten Links, Anleitung zum Anfordern eines neuen Links, Hinweis auf mehrfaches Anfordern) sind direkt durch den Kontext gedeckt.",,0,,,0.001415,0.0,0.0,0.000965,1415,0,0,193,0.0883,1.927,2.015,1
